record_id,timestamp,process_id,tool_nominal_capacity,wip_queue_size,tool_utilization_pct,downstream_queue_size,wafer_quantity,lot_priority_num,remaining_stages,nominal_cycle_time_hr,chamber_health,has_active_disruption,actual_delay_hours
HIST-00513,2026-06-25 09:00:00,PRC-03,45,51,113.5,82,25,2,8,8.0,92,1,45.2
HIST-00514,2026-04-16 03:00:00,PRC-04,50,50,100.6,87,25,3,7,5.5,67,0,31.52
HIST-00515,2026-07-21 05:00:00,PRC-08,60,83,138.6,47,75,2,3,4.0,70,0,48.02
HIST-00516,2026-07-26 08:00:00,PRC-07,30,17,55.8,53,75,3,4,5.0,94,0,4.72
HIST-00517,2026-01-30 00:00:00,PRC-06,70,105,150.3,42,50,1,5,7.0,81,0,56.78
HIST-00518,2026-06-07 11:00:00,PRC-03,60,64,107.0,66,150,4,8,8.0,96,0,22.14
HIST-00519,2026-05-04 20:00:00,PRC-07,70,59,84.3,31,50,1,4,5.0,72,0,24.95
HIST-00520,2026-04-19 00:00:00,PRC-03,60,46,76.4,95,125,2,8,8.0,84,0,22.82
HIST-00521,2026-01-14 10:00:00,PRC-02,35,57,162.3,71,100,2,9,6.0,93,0,45.36
HIST-00522,2026-05-12 18:00:00,PRC-01,30,38,127.0,70,100,3,10,3.5,83,1,38.83
HIST-00523,2026-06-15 13:00:00,PRC-10,60,98,162.7,77,50,3,1,6.5,98,1,73.34
HIST-00524,2026-05-01 11:00:00,PRC-08,30,33,109.3,59,100,3,3,4.0,66,0,22.01
HIST-00525,2026-08-02 21:00:00,PRC-08,35,39,111.0,90,150,2,3,4.0,94,0,23.04
HIST-00526,2026-02-21 05:00:00,PRC-06,70,74,106.4,35,125,2,5,7.0,70,0,26.23
HIST-00527,2026-06-23 05:00:00,PRC-10,45,26,58.1,68,100,2,1,6.5,78,0,14.81
HIST-00528,2026-01-31 17:00:00,PRC-03,70,110,156.7,79,25,3,8,8.0,86,0,60.78
HIST-00529,2026-01-27 22:00:00,PRC-04,45,35,78.5,58,75,3,7,5.5,82,0,15.13
HIST-00530,2026-01-27 05:00:00,PRC-01,45,67,148.9,29,25,3,10,3.5,71,0,41.53
HIST-00531,2026-04-04 10:00:00,PRC-02,70,50,71.7,61,50,3,9,6.0,93,0,17.64
HIST-00532,2026-03-29 09:00:00,PRC-03,30,47,155.3,71,100,3,8,8.0,65,0,46.75
HIST-00533,2026-07-21 07:00:00,PRC-09,35,20,56.1,62,150,3,2,3.0,88,0,8.68
HIST-00534,2026-01-08 14:00:00,PRC-03,70,70,100.7,67,100,4,8,8.0,98,0,19.12
HIST-00535,2026-01-10 21:00:00,PRC-03,70,32,46.3,81,25,1,8,8.0,85,0,17.03
HIST-00536,2026-08-15 21:00:00,PRC-03,50,26,52.5,95,150,3,8,8.0,98,0,15.0
HIST-00537,2026-06-14 06:00:00,PRC-09,70,59,84.6,55,75,1,2,3.0,82,0,25.28
HIST-00538,2026-01-22 01:00:00,PRC-09,50,74,147.5,71,150,2,2,3.0,90,0,48.45
HIST-00539,2026-06-12 05:00:00,PRC-09,40,38,95.7,31,125,4,2,3.0,83,0,7.83
HIST-00540,2026-01-29 23:00:00,PRC-01,30,48,160.7,84,125,2,10,3.5,84,0,48.68
HIST-00541,2026-01-02 14:00:00,PRC-01,70,65,93.5,95,125,2,10,3.5,68,0,31.12
HIST-00542,2026-03-18 09:00:00,PRC-06,35,52,149.7,89,125,3,5,7.0,99,0,42.46
HIST-00543,2026-01-26 04:00:00,PRC-10,60,38,63.2,63,125,3,1,6.5,71,0,19.45
HIST-00544,2026-04-05 21:00:00,PRC-07,70,69,98.6,26,25,2,4,5.0,73,0,22.91
HIST-00545,2026-07-07 13:00:00,PRC-09,45,55,121.5,81,100,4,2,3.0,96,0,25.91
HIST-00546,2026-02-24 14:00:00,PRC-03,35,39,110.8,77,150,2,8,8.0,97,0,18.44
HIST-00547,2026-01-11 16:00:00,PRC-08,30,43,142.0,86,75,4,3,4.0,72,0,39.65
HIST-00548,2026-05-31 13:00:00,PRC-03,30,28,93.3,62,75,2,8,8.0,66,0,21.34
HIST-00549,2026-05-04 18:00:00,PRC-01,40,64,160.6,42,50,3,10,3.5,96,1,60.17
HIST-00550,2026-04-28 14:00:00,PRC-05,50,52,103.8,58,100,2,6,4.5,73,0,25.34
HIST-00551,2026-06-21 14:00:00,PRC-08,35,55,157.6,56,25,3,3,4.0,91,0,41.62
HIST-00552,2026-05-24 02:00:00,PRC-05,60,34,56.5,36,150,1,6,4.5,84,0,14.66
HIST-00553,2026-09-04 00:00:00,PRC-04,50,58,115.4,21,125,3,7,5.5,95,0,19.62
HIST-00554,2026-01-12 15:00:00,PRC-05,70,50,71.8,89,100,1,6,4.5,99,0,22.82
HIST-00555,2026-03-15 04:00:00,PRC-01,40,41,101.8,68,25,4,10,3.5,85,0,16.03
HIST-00556,2026-02-16 00:00:00,PRC-03,40,58,144.9,34,75,4,8,8.0,75,1,57.25
HIST-00557,2026-03-03 19:00:00,PRC-01,40,38,95.7,55,50,2,10,3.5,85,0,15.51
HIST-00558,2026-04-15 02:00:00,PRC-10,35,38,109.1,79,100,4,1,6.5,82,1,32.55
HIST-00559,2026-04-15 14:00:00,PRC-08,30,29,98.0,44,25,2,3,4.0,71,0,16.44
HIST-00560,2026-04-19 17:00:00,PRC-02,70,89,127.7,41,50,2,9,6.0,75,0,41.28
HIST-00561,2026-08-03 21:00:00,PRC-08,30,14,45.1,74,125,2,3,4.0,75,1,32.75
HIST-00562,2026-05-25 02:00:00,PRC-07,40,62,154.5,42,125,3,4,5.0,83,1,60.21
HIST-00563,2026-08-15 21:00:00,PRC-05,30,29,96.4,30,50,3,6,4.5,82,0,5.13
HIST-00564,2026-06-03 10:00:00,PRC-06,60,47,79.0,72,75,2,5,7.0,85,0,19.5
HIST-00565,2026-07-15 12:00:00,PRC-01,60,37,62.4,15,125,2,10,3.5,65,0,19.18
HIST-00566,2026-07-28 12:00:00,PRC-09,30,44,147.3,24,125,1,2,3.0,93,0,33.35
HIST-00567,2026-08-24 22:00:00,PRC-10,40,38,95.3,16,25,2,1,6.5,77,0,14.61
HIST-00568,2026-04-03 01:00:00,PRC-06,35,20,56.7,93,150,2,5,7.0,79,0,16.84
HIST-00569,2026-02-19 21:00:00,PRC-05,45,73,162.6,92,50,1,6,4.5,90,1,68.55
HIST-00570,2026-08-27 18:00:00,PRC-10,60,80,133.7,87,50,1,1,6.5,73,0,51.19
HIST-00571,2026-05-24 14:00:00,PRC-04,50,70,139.8,50,50,3,7,5.5,66,0,43.22
HIST-00572,2026-04-30 15:00:00,PRC-01,45,58,128.3,21,75,2,10,3.5,91,0,28.16
HIST-00573,2026-08-14 18:00:00,PRC-06,50,72,143.7,43,25,2,5,7.0,91,0,40.21
HIST-00574,2026-06-10 20:00:00,PRC-01,60,45,74.3,69,25,4,10,3.5,77,0,18.1
HIST-00575,2026-08-02 01:00:00,PRC-02,30,32,107.4,18,125,3,9,6.0,86,0,5.34
HIST-00576,2026-01-22 01:00:00,PRC-06,50,74,148.2,24,125,3,5,7.0,71,0,45.1
HIST-00577,2026-01-15 17:00:00,PRC-01,45,39,85.7,23,50,1,10,3.5,93,1,29.47
HIST-00578,2026-06-18 19:00:00,PRC-01,40,62,155.5,66,25,3,10,3.5,91,0,44.54
HIST-00579,2026-05-31 06:00:00,PRC-01,45,43,94.9,69,125,3,10,3.5,86,0,18.06
HIST-00580,2026-05-11 08:00:00,PRC-02,30,14,46.6,23,125,3,9,6.0,77,0,5.43
HIST-00581,2026-09-03 20:00:00,PRC-06,45,48,107.6,94,100,2,5,7.0,73,0,29.18
HIST-00582,2026-09-06 00:00:00,PRC-06,40,48,120.9,84,50,1,5,7.0,84,0,34.43
HIST-00583,2026-07-21 02:00:00,PRC-09,50,65,130.5,33,25,2,2,3.0,68,0,39.93
HIST-00584,2026-02-11 03:00:00,PRC-06,35,46,131.8,74,125,3,5,7.0,86,0,34.46
HIST-00585,2026-07-16 10:00:00,PRC-08,70,114,163.4,78,50,4,3,4.0,79,0,63.88
HIST-00586,2026-03-16 14:00:00,PRC-07,35,34,97.0,15,75,1,4,5.0,87,1,22.94
HIST-00587,2026-03-28 17:00:00,PRC-04,60,73,121.1,61,25,4,7,5.5,77,0,34.98
HIST-00588,2026-06-17 03:00:00,PRC-04,35,25,70.5,37,75,4,7,5.5,66,0,9.6
HIST-00589,2026-08-13 22:00:00,PRC-06,35,30,84.7,45,75,3,5,7.0,75,0,16.62
HIST-00590,2026-04-20 20:00:00,PRC-02,30,19,63.8,31,50,2,9,6.0,89,0,6.79
HIST-00591,2026-08-12 04:00:00,PRC-04,30,43,144.2,90,50,4,7,5.5,83,0,38.53
HIST-00592,2026-02-12 16:00:00,PRC-09,50,80,160.2,41,150,1,2,3.0,95,0,53.66
HIST-00593,2026-09-02 15:00:00,PRC-07,70,112,159.7,80,75,2,4,5.0,94,0,61.79
HIST-00594,2026-03-02 12:00:00,PRC-08,40,48,120.6,89,150,1,3,4.0,79,0,34.54
HIST-00595,2026-05-13 11:00:00,PRC-04,40,40,100.3,63,125,2,7,5.5,88,0,16.7
HIST-00596,2026-07-25 15:00:00,PRC-04,50,25,50.3,80,125,2,7,5.5,93,0,12.89
HIST-00597,2026-06-14 02:00:00,PRC-06,40,38,94.7,37,100,2,5,7.0,69,0,19.67
HIST-00598,2026-03-06 09:00:00,PRC-05,35,20,57.8,24,75,1,6,4.5,77,0,9.48
HIST-00599,2026-04-14 12:00:00,PRC-05,35,48,136.7,32,150,3,6,4.5,81,1,43.27
HIST-00600,2026-07-05 23:00:00,PRC-10,70,91,130.2,75,150,3,1,6.5,74,0,43.79
HIST-00601,2026-08-30 22:00:00,PRC-04,45,34,75.4,90,125,3,7,5.5,94,0,17.0
HIST-00602,2026-05-08 21:00:00,PRC-07,35,36,102.0,86,25,2,4,5.0,73,0,21.67
HIST-00603,2026-02-05 04:00:00,PRC-06,40,30,74.3,69,150,3,5,7.0,99,0,11.86
HIST-00604,2026-04-11 02:00:00,PRC-06,50,63,126.9,92,125,3,5,7.0,90,0,35.39
HIST-00605,2026-02-15 01:00:00,PRC-09,45,31,69.5,28,75,3,2,3.0,93,0,8.92
HIST-00606,2026-06-18 16:00:00,PRC-10,45,22,48.5,40,25,4,1,6.5,89,0,6.74
HIST-00607,2026-07-10 02:00:00,PRC-02,45,24,52.5,81,25,2,9,6.0,91,0,15.53
HIST-00608,2026-03-21 18:00:00,PRC-07,70,50,71.8,41,75,2,4,5.0,95,0,18.08
HIST-00609,2026-03-26 18:00:00,PRC-04,50,69,138.2,73,75,2,7,5.5,74,0,44.7
HIST-00610,2026-07-22 09:00:00,PRC-08,45,47,105.2,20,150,1,3,4.0,94,0,16.91
HIST-00611,2026-04-11 22:00:00,PRC-07,50,76,152.0,37,100,2,4,5.0,92,0,46.31
HIST-00612,2026-06-28 23:00:00,PRC-01,35,56,160.1,35,75,4,10,3.5,99,0,40.65
HIST-00613,2026-02-12 08:00:00,PRC-04,45,44,98.5,85,25,4,7,5.5,69,0,21.86
HIST-00614,2026-08-08 06:00:00,PRC-04,50,25,50.8,18,25,3,7,5.5,94,0,2.94
HIST-00615,2026-06-18 07:00:00,PRC-07,30,14,46.4,29,150,4,4,5.0,85,0,0.07
HIST-00616,2026-02-01 17:00:00,PRC-08,35,37,106.2,50,50,2,3,4.0,66,0,23.59
HIST-00617,2026-02-25 14:00:00,PRC-07,35,19,55.1,16,150,2,4,5.0,93,0,7.68
HIST-00618,2026-01-14 19:00:00,PRC-01,70,89,127.5,81,150,3,10,3.5,71,0,47.27
HIST-00619,2026-07-30 06:00:00,PRC-01,30,44,145.4,40,50,2,10,3.5,80,0,36.04
HIST-00620,2026-07-28 10:00:00,PRC-02,35,59,169.6,27,150,2,9,6.0,75,1,65.52
HIST-00621,2026-02-14 00:00:00,PRC-06,50,63,126.5,94,50,4,5,7.0,90,0,33.83
HIST-00622,2026-06-09 11:00:00,PRC-07,60,52,86.1,64,50,2,4,5.0,69,0,27.29
HIST-00623,2026-08-06 18:00:00,PRC-01,30,48,160.1,67,75,3,10,3.5,96,0,36.97
HIST-00624,2026-06-27 04:00:00,PRC-03,40,68,169.7,91,75,4,8,8.0,89,0,51.4
HIST-00625,2026-07-09 07:00:00,PRC-06,35,45,127.6,55,150,2,5,7.0,86,1,47.32
HIST-00626,2026-07-13 07:00:00,PRC-09,50,68,136.6,16,50,1,2,3.0,72,0,41.56
HIST-00627,2026-08-31 14:00:00,PRC-10,30,16,52.8,62,100,2,1,6.5,74,0,13.79
HIST-00628,2026-01-07 07:00:00,PRC-06,35,28,81.2,20,125,3,5,7.0,91,0,8.73
HIST-00629,2026-05-14 10:00:00,PRC-06,40,31,76.5,84,25,4,5,7.0,80,0,14.54
HIST-00630,2026-08-29 06:00:00,PRC-03,45,57,126.9,23,100,1,8,8.0,77,1,58.31
HIST-00631,2026-04-19 05:00:00,PRC-03,30,20,67.6,85,50,2,8,8.0,70,0,19.46
HIST-00632,2026-01-21 11:00:00,PRC-10,35,30,84.4,88,100,4,1,6.5,77,0,16.18
HIST-00633,2026-04-08 13:00:00,PRC-07,45,30,66.8,71,100,3,4,5.0,92,0,12.62
HIST-00634,2026-04-27 09:00:00,PRC-02,70,114,162.8,53,125,3,9,6.0,76,0,63.06
HIST-00635,2026-07-06 23:00:00,PRC-07,50,62,123.8,24,75,1,4,5.0,95,0,33.81
HIST-00636,2026-05-31 02:00:00,PRC-06,45,44,97.6,68,100,4,5,7.0,88,0,13.97
HIST-00637,2026-07-04 11:00:00,PRC-07,30,52,174.0,30,100,4,4,5.0,75,0,46.01
HIST-00638,2026-03-04 15:00:00,PRC-09,60,65,108.5,62,150,1,2,3.0,89,0,33.19
HIST-00639,2026-06-04 18:00:00,PRC-01,70,64,92.0,18,150,3,10,3.5,74,0,18.95
HIST-00640,2026-08-19 02:00:00,PRC-03,30,18,60.2,26,150,3,8,8.0,89,0,2.51
HIST-00641,2026-07-07 13:00:00,PRC-09,35,56,158.9,36,100,2,2,3.0,84,0,44.7
HIST-00642,2026-03-20 00:00:00,PRC-02,30,38,127.7,59,50,2,9,6.0,78,0,28.04
HIST-00643,2026-04-06 05:00:00,PRC-03,70,76,108.9,27,25,3,8,8.0,91,0,23.74
HIST-00644,2026-02-16 06:00:00,PRC-03,35,38,108.2,79,25,2,8,8.0,78,0,22.72
HIST-00645,2026-01-08 18:00:00,PRC-05,70,69,98.1,95,125,1,6,4.5,75,1,43.88
HIST-00646,2026-01-11 03:00:00,PRC-04,45,49,108.1,27,25,1,7,5.5,65,0,27.82
HIST-00647,2026-04-05 21:00:00,PRC-04,50,74,147.9,63,125,3,7,5.5,82,0,44.06
HIST-00648,2026-07-26 03:00:00,PRC-06,40,60,151.2,61,150,2,5,7.0,68,0,51.0
HIST-00649,2026-07-12 07:00:00,PRC-01,45,71,158.2,66,150,3,10,3.5,73,1,57.42
HIST-00650,2026-08-30 10:00:00,PRC-06,45,56,125.4,75,125,2,5,7.0,77,1,52.04
